geneticSampleID,dnaSampleID,dataQF.x,meanCopyNumber_fungi,copyNumberStandardDeviation_fungi,dataQF.y,meanCopyNumber_bacteria and archaea,copyNumberStandardDeviation_bacteria and archaea,legacy,fb_ratio,f_proportion,siteID,test_fun,test_bac,batchID,nucleicAcidConcentration_bac_arc,nucleicAcidConcentration_fun,nucleicAcidConcentration_bac,nucleicAcidConcentration_arc,meanCqValue_bac_arc,meanCqValue_fun,meanCqValue_bac,meanCqValue_arc,pcrEfficiency_bac_arc,pcrEfficiency_fun,pcrEfficiency_bac,pcrEfficiency_arc,sampleID,compositeSampleID
ORNL_001-M-2.5-0-20170619-GEN,ORNL_001-M-2.5-0-20170619-GEN-DNA1,NA,100.8,0.7,NA,110319.9,3899.6,FALSE,9.137064119891335e-4,9.12872314701863e-4,ORNL,100.8,110319.9,CF052PPK,NA,9.6,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,ORNL_001-M-2.5-0-20170619,ORNL_001-M-20170619-COMP
ORNL_001-M-29-37-20170619-GEN,ORNL_001-M-29-37-20170619-GEN-DNA1,NA,117.9,2.2,NA,105811.1,16437.4,FALSE,0.0011142498282316316,0.0011130096574120403,ORNL,117.9,105811.1,CF05ACOC,12,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,ORNL_001-M-29-37-20170619,ORNL_001-M-20170619-COMP
ORNL_001-M-29-37-20170619-GEN,ORNL_001-M-29-37-20170619-GEN-DNA1,NA,117.9,2.2,NA,105811.1,16437.4,FALSE,0.0011142498282316316,0.0011130096574120403,ORNL,117.9,105811.1,CF052PPK,NA,12,NA,NA,NA,18.7,NA,NA,NA,NA,NA,NA,ORNL_001-M-29-37-20170619,ORNL_001-M-20170619-COMP
ORNL_001-M-3.5-19-20160302-GEN,ORNL_001-M-3.5-19-20160302-GEN-DNA1,NA,56.9,1,NA,21775.2,3279.3,FALSE,0.0026130644035416437,0.0026062540937426995,ORNL,56.9,21775.2,CF90WLSZ,NA,18,NA,NA,NA,17.8,NA,NA,NA,87.7,NA,NA,ORNL_001-M-3.5-19-20160302,NA
ORNL_001-M-3.5-19-20160302-GEN,ORNL_001-M-3.5-19-20160302-GEN-DNA1,NA,56.9,1,NA,21775.2,3279.3,FALSE,0.0026130644035416437,0.0026062540937426995,ORNL,56.9,21775.2,CF90WLTP,18,NA,NA,NA,25.5,NA,NA,NA,65.3,NA,NA,NA,ORNL_001-M-3.5-19-20160302,NA
ORNL_001-M-37.5-13.5-20170619-GEN,ORNL_001-M-37.5-13.5-20170619-GEN-DNA1,NA,86.3,1.5,NA,90533.6,11925.3,FALSE,9.532372511421173e-4,9.523294552300321e-4,ORNL,86.3,90533.6,CF052PPK,NA,22,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,ORNL_001-M-37.5-13.5-20170619,ORNL_001-M-20170619-COMP
ORNL_001-M-37.5-13.5-20170619-GEN,ORNL_001-M-37.5-13.5-20170619-GEN-DNA1,NA,86.3,1.5,NA,90533.6,11925.3,FALSE,9.532372511421173e-4,9.523294552300321e-4,ORNL,86.3,90533.6,CF05ACOC,22,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,ORNL_001-M-37.5-13.5-20170619,ORNL_001-M-20170619-COMP
ORNL_001-O-16.5-6.5-20160727-GEN,ORNL_001-O-16.5-6.5-20160727-GEN-DNA1,NA,30.7,0.8,NA,21239.9,796.6,FALSE,0.0014453928690813043,0.0014433067238347765,ORNL,30.7,21239.9,CF90WLTO,52,NA,NA,NA,22.6,NA,NA,NA,83.1,NA,NA,NA,ORNL_001-O-16.5-6.5-20160727,ORNL_001-O-20160727-COMP
ORNL_001-O-16.5-6.5-20160727-GEN,ORNL_001-O-16.5-6.5-20160727-GEN-DNA1,NA,30.7,0.8,NA,21239.9,796.6,FALSE,0.0014453928690813043,0.0014433067238347765,ORNL,30.7,21239.9,CF90WLT3,NA,52,NA,NA,NA,16.5,NA,NA,NA,81.3,NA,NA,ORNL_001-O-16.5-6.5-20160727,ORNL_001-O-20160727-COMP
ORNL_001-O-2.5-0-20170619-GEN,ORNL_001-O-2.5-0-20170619-GEN-DNA1,NA,6.6,0.2,NA,72785.6,8731.5,FALSE,9.067727682398715e-5,9.066905520096932e-5,ORNL,6.6,72785.6,CF05ACJZ,NA,43,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,ORNL_001-O-2.5-0-20170619,ORNL_001-O-20170619-COMP
ORNL_001-O-2.5-0-20170619-GEN,ORNL_001-O-2.5-0-20170619-GEN-DNA1,NA,6.6,0.2,NA,72785.6,8731.5,FALSE,9.067727682398715e-5,9.066905520096932e-5,ORNL,6.6,72785.6,CF05ACOD,43,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,ORNL_001-O-2.5-0-20170619,ORNL_001-O-20170619-COMP
ORNL_001-O-24.5-4.5-20161103-GEN,ORNL_001-O-24.5-4.5-20161103-GEN-DNA1,NA,16.5,0.7,NA,82789.3,14225.6,FALSE,1.9930111741493163e-4,1.9926140439437817e-4,ORNL,16.5,82789.3,CF05ACOD,110,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,ORNL_001-O-24.5-4.5-20161103,NA
ORNL_001-O-24.5-4.5-20161103-GEN,ORNL_001-O-24.5-4.5-20161103-GEN-DNA1,NA,16.5,0.7,NA,82789.3,14225.6,FALSE,1.9930111741493163e-4,1.9926140439437817e-4,ORNL,16.5,82789.3,CF05ACJZ,NA,110,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA,ORNL_001-O-24.5-4.5-20161103,NA
ORNL_001-O-26.5-4.5-20160302-GEN,ORNL_001-O-26.5-4.5-20160302-GEN-DNA1,NA,11.9,0.3,NA,17207.1,7349.8,FALSE,6.915749893939131e-4,6.910970439630641e-4,ORNL,11.9,17207.1,CF90WLTO,48,NA,NA,NA,23.1,NA,NA,NA,83.1,NA,NA,NA,ORNL_001-O-26.5-4.5-20160302,NA
ORNL_001-O-26.5-4.5-20160302-GEN,ORNL_001-O-26.5-4.5-20160302-GEN-DNA1,NA,11.9,0.3,NA,17207.1,7349.8,FALSE,6.915749893939131e-4,6.910970439630641e-4,ORNL,11.9,17207.1,CF90WLT3,NA,48,NA,NA,NA,18.2,NA,NA,NA,81.3,NA,NA,ORNL_001-O-26.5-4.5-20160302,NA
ORNL_001-O-27.5-31-20160727-GEN,ORNL_001-O-27.5-31-20160727-GEN-DNA1,NA,11,0.2,NA,16780.9,2121.1,FALSE,6.55507153966712e-4,6.55077745817924e-4,ORNL,11,16780.9,CF90WLTO,144,NA,NA,NA,21.3,NA,NA,NA,83.1,NA,NA,NA,ORNL_001-O-27.5-31-20160727,ORNL_001-O-20160727-COMP
ORNL_001-O-27.5-31-20160727-GEN,ORNL_001-O-27.5-31-20160727-GEN-DNA1,NA,11,0.2,NA,16780.9,2121.1,FALSE,6.55507153966712e-4,6.55077745817924e-4,ORNL,11,16780.9,CF90WLT3,NA,144,NA,NA,NA,16.5,NA,NA,NA,81.3,NA,NA,ORNL_001-O-27.5-31-20160727,ORNL_001-O-20160727-COMP
ORNL_001-O-29-37-20170619-GEN,ORNL_001-O-29-37-20170619-GEN-DNA1,NA,13.9,0.1,NA,83226.1,4549.5,FALSE,1.670149147923548e-4,1.6698702546852476e-4,ORNL,13.9,83226.1,CF05ACOD,51,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,ORNL_001-O-29-37-20170619,ORNL_001-O-20170619-COMP
ORNL_001-O-29-37-20170619-GEN,ORNL_001-O-29-37-20170619-GEN-DNA1,NA,13.9,0.1,NA,83226.1,4549.5,FALSE,1.670149147923548e-4,1.6698702546852476e-4,ORNL,13.9,83226.1,CF05ACJZ,NA,51,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,ORNL_001-O-29-37-20170619,ORNL_001-O-20170619-COMP
ORNL_001-O-3-0.5-20161103-GEN,ORNL_001-O-3-0.5-20161103-GEN-DNA1,NA,NA,NA,NA,94818.2,10313.2,FALSE,NA,NA,ORNL,NA,94818.2,CF05ACK0,101,NA,NA,NA,18.1,NA,NA,NA,NA,NA,NA,NA,ORNL_001-O-3-0.5-20161103,NA
ORNL_001-O-30.5-33-20170406-GEN,ORNL_001-O-30.5-33-20170406-GEN-DNA1,NA,26,4.4,NA,54033.1,7189.5,FALSE,4.8118653195911395e-4,4.809551028411498e-4,ORNL,26,54033.1,CF05ACR3,NA,45,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,ORNL_001-O-30.5-33-20170406,NA
ORNL_001-O-30.5-33-20170406-GEN,ORNL_001-O-30.5-33-20170406-GEN-DNA1,NA,26,4.4,NA,54033.1,7189.5,FALSE,4.8118653195911395e-4,4.809551028411498e-4,ORNL,26,54033.1,CF05ACKY,45,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,NA,ORNL_001-O-30.5-33-20170406,NA
ORNL_001-O-31-22.5-20161103-GEN,ORNL_001-O-31-22.5-20161103-GEN-DNA1,NA,16.9,1.8,NA,78735.8,12887.8,FALSE,2.1464187828154407e-4,2.1459581703230492e-4,ORNL,16.9,78735.8,CF05AC09,NA,37,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,ORNL_001-O-31-22.5-20161103,NA
ORNL_001-O-31-22.5-20161103-GEN,ORNL_001-O-31-22.5-20161103-GEN-DNA1,NA,16.9,1.8,NA,78735.8,12887.8,FALSE,2.1464187828154407e-4,2.1459581703230492e-4,ORNL,16.9,78735.8,CF05ACK0,37,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,ORNL_001-O-31-22.5-20161103,NA
ORNL_001-O-31.5-6-20170406-GEN,ORNL_001-O-31.5-6-20170406-GEN-DNA1,NA,54.4,7.6,NA,187719.5,53548.9,FALSE,2.8979408106243623e-4,2.8971012478305026e-4,ORNL,54.4,187719.5,CF05ACKY,55,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,ORNL_001-O-31.5-6-20170406,NA
ORNL_001-O-31.5-6-20170406-GEN,ORNL_001-O-31.5-6-20170406-GEN-DNA1,NA,54.4,7.6,NA,187719.5,53548.9,FALSE,2.8979408106243623e-4,2.8971012478305026e-4,ORNL,54.4,187719.5,CF05ACR3,NA,55,NA,NA,NA,16.2,NA,NA,NA,NA,NA,NA,ORNL_001-O-31.5-6-20170406,NA
ORNL_001-O-37.5-13.5-20170619-GEN,ORNL_001-O-37.5-13.5-20170619-GEN-DNA1,NA,149.8,41.7,NA,107423.4,2986.7,FALSE,0.0013944820216079553,0.0013925401494052424,ORNL,149.8,107423.4,CF05AC09,NA,7.3,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,ORNL_001-O-37.5-13.5-20170619,ORNL_001-O-20170619-COMP
ORNL_001-O-37.5-13.5-20170619-GEN,ORNL_001-O-37.5-13.5-20170619-GEN-DNA1,NA,149.8,41.7,NA,107423.4,2986.7,FALSE,0.0013944820216079553,0.0013925401494052424,ORNL,149.8,107423.4,CF05ACK0,7.3,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,ORNL_001-O-37.5-13.5-20170619,ORNL_001-O-20170619-COMP
ORNL_001-O-37.5-17-20160727-GEN,ORNL_001-O-37.5-17-20160727-GEN-DNA1,NA,18.4,0.7,NA,17851.4,2289.7,FALSE,0.0010307314832450115,0.001029670169783657,ORNL,18.4,17851.4,CF90WLTJ,35,NA,NA,NA,23.6,NA,NA,NA,81.8,NA,NA,NA,ORNL_001-O-37.5-17-20160727,ORNL_001-O-20160727-COMP
ORNL_001-O-37.5-17-20160727-GEN,ORNL_001-O-37.5-17-20160727-GEN-DNA1,NA,18.4,0.7,NA,17851.4,2289.7,FALSE,0.0010307314832450115,0.001029670169783657,ORNL,18.4,17851.4,CF90WLT1,NA,35,NA,NA,NA,17.8,NA,NA,NA,74.1,NA,NA,ORNL_001-O-37.5-17-20160727,ORNL_001-O-20160727-COMP
ORNL_001-O-37.5-25-20160302-GEN,ORNL_001-O-37.5-25-20160302-GEN-DNA1,NA,NA,NA,NA,8613.2,1748.5,FALSE,NA,NA,ORNL,NA,8613.2,CF90WLTJ,61,NA,NA,NA,23.9,NA,NA,NA,81.8,NA,NA,NA,ORNL_001-O-37.5-25-20160302,NA
ORNL_001-O-8.5-22-20170406-GEN,ORNL_001-O-8.5-22-20170406-GEN-DNA1,NA,86.2,4.2,NA,110360.2,3226.8,FALSE,7.8107868597556e-4,7.804690782135046e-4,ORNL,86.2,110360.2,CF05ACL5,38,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,NA,ORNL_001-O-8.5-22-20170406,NA
ORNL_001-O-8.5-22-20170406-GEN,ORNL_001-O-8.5-22-20170406-GEN-DNA1,NA,86.2,4.2,NA,110360.2,3226.8,FALSE,7.8107868597556e-4,7.804690782135046e-4,ORNL,86.2,110360.2,CF05ACK8,NA,38,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,ORNL_001-O-8.5-22-20170406,NA
ORNL_002-M-14-32-20170619-GEN,ORNL_002-M-14-32-20170619-GEN-DNA1,NA,115.9,21.4,NA,56966.7,8086,FALSE,0.002034521922456453,0.0020303910473594405,ORNL,115.9,56966.7,CF052PPO,14,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,ORNL_002-M-14-32-20170619,ORNL_002-M-20170619-COMP
ORNL_002-M-14-32-20170619-GEN,ORNL_002-M-14-32-20170619-GEN-DNA1,NA,115.9,21.4,NA,56966.7,8086,FALSE,0.002034521922456453,0.0020303910473594405,ORNL,115.9,56966.7,CF052PPN,NA,14,NA,NA,NA,17.9,NA,NA,NA,NA,NA,NA,ORNL_002-M-14-32-20170619,ORNL_002-M-20170619-COMP
ORNL_002-M-30.5-14-20170619-GEN,ORNL_002-M-30.5-14-20170619-GEN-DNA1,NA,73.2,6.2,NA,77341.2,30848.8,FALSE,9.464554467735179e-4,9.45560515873016e-4,ORNL,73.2,77341.2,CF052PPN,NA,7.7,NA,NA,NA,19.7,NA,NA,NA,NA,NA,NA,ORNL_002-M-30.5-14-20170619,ORNL_002-M-20170619-COMP
ORNL_002-M-30.5-14-20170619-GEN,ORNL_002-M-30.5-14-20170619-GEN-DNA1,NA,73.2,6.2,NA,77341.2,30848.8,FALSE,9.464554467735179e-4,9.45560515873016e-4,ORNL,73.2,77341.2,CF052PPO,7.7,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,ORNL_002-M-30.5-14-20170619,ORNL_002-M-20170619-COMP
ORNL_002-M-4-12.5-20170619-GEN,ORNL_002-M-4-12.5-20170619-GEN-DNA1,NA,43.1,4.5,NA,33997.7,5724,FALSE,0.0012677328172199887,0.0012661277055768373,ORNL,43.1,33997.7,CF052PPO,10,NA,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,ORNL_002-M-4-12.5-20170619,ORNL_002-M-20170619-COMP
ORNL_002-M-4-12.5-20170619-GEN,ORNL_002-M-4-12.5-20170619-GEN-DNA1,NA,43.1,4.5,NA,33997.7,5724,FALSE,0.0012677328172199887,0.0012661277055768373,ORNL,43.1,33997.7,CF052PPN,NA,10,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,ORNL_002-M-4-12.5-20170619,ORNL_002-M-20170619-COMP
ORNL_002-O-14-32-20170619-GEN,ORNL_002-O-14-32-20170619-GEN-DNA1,NA,171.8,8.1,NA,132858,17040.2,FALSE,0.0012931099369251381,0.0012914399630759425,ORNL,171.8,132858,CF052PPK,NA,32,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,ORNL_002-O-14-32-20170619,ORNL_002-O-20170619-COMP
ORNL_002-O-14-32-20170619-GEN,ORNL_002-O-14-32-20170619-GEN-DNA1,NA,171.8,8.1,NA,132858,17040.2,FALSE,0.0012931099369251381,0.0012914399630759425,ORNL,171.8,132858,CF05ACOC,32,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,ORNL_002-O-14-32-20170619,ORNL_002-O-20170619-COMP
ORNL_002-O-18-2.5-20170405-GEN,ORNL_002-O-18-2.5-20170405-GEN-DNA1,NA,83,1.4,NA,76702.1,9376.4,FALSE,0.0010821085732985146,0.0010809388800691801,ORNL,83,76702.1,CF05ACL5,51,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,ORNL_002-O-18-2.5-20170405,NA
ORNL_002-O-18-2.5-20170405-GEN,ORNL_002-O-18-2.5-20170405-GEN-DNA1,NA,83,1.4,NA,76702.1,9376.4,FALSE,0.0010821085732985146,0.0010809388800691801,ORNL,83,76702.1,CF05ACK8,NA,51,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,ORNL_002-O-18-2.5-20170405,NA
ORNL_002-O-18-3.5-20160727-GEN,ORNL_002-O-18-3.5-20160727-GEN-DNA1,NA,36.2,0.7,NA,NA,NA,FALSE,NA,NA,ORNL,36.2,NA,CF90WLT1,NA,36,NA,NA,NA,16.5,NA,NA,NA,74.1,NA,NA,ORNL_002-O-18-3.5-20160727,ORNL_002-O-20160727-COMP
ORNL_002-O-18.5-4-20161102-GEN,ORNL_002-O-18.5-4-20161102-GEN-DNA1,NA,NA,NA,NA,72595.9,13331.9,FALSE,NA,NA,ORNL,NA,72595.9,CF05ACOC,154,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,ORNL_002-O-18.5-4-20161102,NA
ORNL_002-O-2.5-10.5-20160229-GEN,ORNL_002-O-2.5-10.5-20160229-GEN-DNA1,NA,52.9,4.8,NA,25079,4386.5,FALSE,0.0021093345029706127,0.002104894576215885,ORNL,52.9,25079,CF90WLTR,32,NA,NA,NA,24.1,NA,NA,NA,66.8,NA,NA,NA,ORNL_002-O-2.5-10.5-20160229,NA
ORNL_002-O-2.5-10.5-20160229-GEN,ORNL_002-O-2.5-10.5-20160229-GEN-DNA1,NA,52.9,4.8,NA,25079,4386.5,FALSE,0.0021093345029706127,0.002104894576215885,ORNL,52.9,25079,CF90WLT0,NA,32,NA,NA,NA,17.1,NA,NA,NA,86.6,NA,NA,ORNL_002-O-2.5-10.5-20160229,NA
ORNL_002-O-20.5-8.5-20160229-GEN,ORNL_002-O-20.5-8.5-20160229-GEN-DNA1,NA,19.3,0.7,NA,20494.1,4153.9,FALSE,9.41734450402799e-4,9.40848421032106e-4,ORNL,19.3,20494.1,CF90WLT0,NA,44,NA,NA,NA,18.2,NA,NA,NA,86.6,NA,NA,ORNL_002-O-20.5-8.5-20160229,NA
ORNL_002-O-20.5-8.5-20160229-GEN,ORNL_002-O-20.5-8.5-20160229-GEN-DNA1,NA,19.3,0.7,NA,20494.1,4153.9,FALSE,9.41734450402799e-4,9.40848421032106e-4,ORNL,19.3,20494.1,CF90WLTR,44,NA,NA,NA,23.8,NA,NA,NA,66.8,NA,NA,NA,ORNL_002-O-20.5-8.5-20160229,NA
ORNL_002-O-21-4-20170405-GEN,ORNL_002-O-21-4-20170405-GEN-DNA1,NA,80.3,3.8,NA,95190.8,47823.4,FALSE,8.435689163238464e-4,8.428579075921239e-4,ORNL,80.3,95190.8,CF05ACK8,NA,58,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,ORNL_002-O-21-4-20170405,NA
ORNL_002-O-21-4-20170405-GEN,ORNL_002-O-21-4-20170405-GEN-DNA1,NA,80.3,3.8,NA,95190.8,47823.4,FALSE,8.435689163238464e-4,8.428579075921239e-4,ORNL,80.3,95190.8,CF05ACL5,58,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,ORNL_002-O-21-4-20170405,NA
ORNL_002-O-26.5-17-20160727-GEN,ORNL_002-O-26.5-17-20160727-GEN-DNA1,NA,207.4,9.9,NA,22235.1,3524.3,FALSE,0.009327594658895171,0.009241394675281275,ORNL,207.4,22235.1,CF90WLT0,NA,35,NA,NA,NA,14.7,NA,NA,NA,86.6,NA,NA,ORNL_002-O-26.5-17-20160727,ORNL_002-O-20160727-COMP
ORNL_002-O-26.5-17-20160727-GEN,ORNL_002-O-26.5-17-20160727-GEN-DNA1,NA,207.4,9.9,NA,22235.1,3524.3,FALSE,0.009327594658895171,0.009241394675281275,ORNL,207.4,22235.1,CF90WLTR,35,NA,NA,NA,24.1,NA,NA,NA,66.8,NA,NA,NA,ORNL_002-O-26.5-17-20160727,ORNL_002-O-20160727-COMP
ORNL_002-O-29-36.5-20161102-GEN,ORNL_002-O-29-36.5-20161102-GEN-DNA1,NA,97.9,1.5,NA,83338.6,8069.6,FALSE,0.0011747257573321366,0.0011733473959238464,ORNL,97.9,83338.6,CF05ACOC,35,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,ORNL_002-O-29-36.5-20161102,NA
ORNL_002-O-29-36.5-20161102-GEN,ORNL_002-O-29-36.5-20161102-GEN-DNA1,NA,97.9,1.5,NA,83338.6,8069.6,FALSE,0.0011747257573321366,0.0011733473959238464,ORNL,97.9,83338.6,CF052PPK,NA,35,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,ORNL_002-O-29-36.5-20161102,NA
ORNL_002-O-30-36-20160229-GEN,ORNL_002-O-30-36-20160229-GEN-DNA1,NA,36.8,2.6,NA,26089.1,3634.8,FALSE,0.0014105507664120265,0.0014085639155014755,ORNL,36.8,26089.1,CF90WLSZ,NA,35,NA,NA,NA,17.4,NA,NA,NA,87.7,NA,NA,ORNL_002-O-30-36-20160229,NA
ORNL_002-O-30-36-20160229-GEN,ORNL_002-O-30-36-20160229-GEN-DNA1,NA,36.8,2.6,NA,26089.1,3634.8,FALSE,0.0014105507664120265,0.0014085639155014755,ORNL,36.8,26089.1,CF90WLTP,35,NA,NA,NA,23.8,NA,NA,NA,65.3,NA,NA,NA,ORNL_002-O-30-36-20160229,NA
ORNL_002-O-30.5-14-20170619-GEN,ORNL_002-O-30.5-14-20170619-GEN-DNA1,NA,16.2,0.4,NA,72673.8,7239.3,FALSE,2.2291389744309503e-4,2.2286421791167972e-4,ORNL,16.2,72673.8,CF05ACJZ,NA,63,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,ORNL_002-O-30.5-14-20170619,ORNL_002-O-20170619-COMP
ORNL_002-O-30.5-14-20170619-GEN,ORNL_002-O-30.5-14-20170619-GEN-DNA1,NA,16.2,0.4,NA,72673.8,7239.3,FALSE,2.2291389744309503e-4,2.2286421791167972e-4,ORNL,16.2,72673.8,CF05ACOD,63,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,ORNL_002-O-30.5-14-20170619,ORNL_002-O-20170619-COMP
ORNL_002-O-31-39-20160727-GEN,ORNL_002-O-31-39-20160727-GEN-DNA1,NA,51.3,3,NA,62249.2,8315.1,FALSE,8.241069764751996e-4,8.234283833998122e-4,ORNL,51.3,62249.2,CF90WLTP,27,NA,NA,NA,22.6,NA,NA,NA,65.3,NA,NA,NA,ORNL_002-O-31-39-20160727,ORNL_002-O-20160727-COMP
ORNL_002-O-31-39-20160727-GEN,ORNL_002-O-31-39-20160727-GEN-DNA1,NA,51.3,3,NA,62249.2,8315.1,FALSE,8.241069764751996e-4,8.234283833998122e-4,ORNL,51.3,62249.2,CF90WLSZ,NA,27,NA,NA,NA,17.3,NA,NA,NA,87.7,NA,NA,ORNL_002-O-31-39-20160727,ORNL_002-O-20160727-COMP
ORNL_002-O-31.5-4.5-20161102-GEN,ORNL_002-O-31.5-4.5-20161102-GEN-DNA1,NA,67,2.3,NA,107054.1,13010.6,FALSE,6.258517889553038e-4,6.254603434804161e-4,ORNL,67,107054.1,CF05ACOD,15,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,ORNL_002-O-31.5-4.5-20161102,NA
ORNL_002-O-31.5-4.5-20161102-GEN,ORNL_002-O-31.5-4.5-20161102-GEN-DNA1,NA,67,2.3,NA,107054.1,13010.6,FALSE,6.258517889553038e-4,6.254603434804161e-4,ORNL,67,107054.1,CF05ACJZ,NA,15,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,ORNL_002-O-31.5-4.5-20161102,NA
ORNL_002-O-4-12.5-20170619-GEN,ORNL_002-O-4-12.5-20170619-GEN-DNA1,NA,6.5,0.1,NA,65800.2,5977.6,FALSE,9.878389427387758e-5,9.877413697997317e-5,ORNL,6.5,65800.2,CF05ACOD,33,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,ORNL_002-O-4-12.5-20170619,ORNL_002-O-20170619-COMP
ORNL_002-O-4-12.5-20170619-GEN,ORNL_002-O-4-12.5-20170619-GEN-DNA1,NA,6.5,0.1,NA,65800.2,5977.6,FALSE,9.878389427387758e-5,9.877413697997317e-5,ORNL,6.5,65800.2,CF05ACJZ,NA,33,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,ORNL_002-O-4-12.5-20170619,ORNL_002-O-20170619-COMP
ORNL_002-O-5.5-21.5-20170405-GEN,ORNL_002-O-5.5-21.5-20170405-GEN-DNA1,NA,33.9,0.5,NA,227342.4,32007,FALSE,1.4911428752401664e-4,1.4909205576834524e-4,ORNL,33.9,227342.4,CF05ACH3,NA,51,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA,ORNL_002-O-5.5-21.5-20170405,NA
ORNL_002-O-5.5-21.5-20170405-GEN,ORNL_002-O-5.5-21.5-20170405-GEN-DNA1,NA,33.9,0.5,NA,227342.4,32007,FALSE,1.4911428752401664e-4,1.4909205576834524e-4,ORNL,33.9,227342.4,CF05ACL7,51,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,NA,ORNL_002-O-5.5-21.5-20170405,NA
ORNL_003-M-13-39-20170619-GEN,ORNL_003-M-13-39-20170619-GEN-DNA1,NA,65.3,2.9,NA,64370.8,4639.8,FALSE,0.0010144351165435259,0.0010134070808133948,ORNL,65.3,64370.8,CF05AC09,NA,16,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,ORNL_003-M-13-39-20170619,ORNL_003-M-20170619-COMP
ORNL_003-M-13-39-20170619-GEN,ORNL_003-M-13-39-20170619-GEN-DNA1,NA,65.3,2.9,NA,64370.8,4639.8,FALSE,0.0010144351165435259,0.0010134070808133948,ORNL,65.3,64370.8,CF05ACK0,16,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,ORNL_003-M-13-39-20170619,ORNL_003-M-20170619-COMP
ORNL_003-M-31.5-27.5-20170619-GEN,ORNL_003-M-31.5-27.5-20170619-GEN-DNA1,NA,96.7,7.2,NA,77862.2,11491.9,FALSE,0.0012419376796442947,0.0012403971836442023,ORNL,96.7,77862.2,CF05AC09,NA,20,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,ORNL_003-M-31.5-27.5-20170619,ORNL_003-M-20170619-COMP
ORNL_003-M-31.5-27.5-20170619-GEN,ORNL_003-M-31.5-27.5-20170619-GEN-DNA1,NA,96.7,7.2,NA,77862.2,11491.9,FALSE,0.0012419376796442947,0.0012403971836442023,ORNL,96.7,77862.2,CF05ACK0,20,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,ORNL_003-M-31.5-27.5-20170619,ORNL_003-M-20170619-COMP
ORNL_003-M-37-17-20170619-GEN,ORNL_003-M-37-17-20170619-GEN-DNA1,NA,53.6,6,NA,33023.5,1715.8,FALSE,0.0016230865898526807,0.0016204564487213209,ORNL,53.6,33023.5,CF05ACK0,17,NA,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,ORNL_003-M-37-17-20170619,ORNL_003-M-20170619-COMP
ORNL_003-M-37-17-20170619-GEN,ORNL_003-M-37-17-20170619-GEN-DNA1,NA,53.6,6,NA,33023.5,1715.8,FALSE,0.0016230865898526807,0.0016204564487213209,ORNL,53.6,33023.5,CF05AC09,NA,17,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,ORNL_003-M-37-17-20170619,ORNL_003-M-20170619-COMP
