ncbi_species_taxid	accession	ncbi_organism_name	kingdom	phylum	species	fasta_file_path	ncbi_taxonomy	source	is_published
401053	GCA_000179915.2	Terriglobus saanensis SP1PR4		Acidobacteriota	Terriglobus saanensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_000179915.2/GCA_000179915.2_ASM17991v2_genomic.fna.gz	k__;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Terriglobus;s__Terriglobus saanensis	JGI GOLD	Unrestricted
401106	GCA_021654135.1	Amycolatopsis tucumanensis		Actinomycetota	Amycolatopsis tucumanensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_021654135.1/GCA_021654135.1_ASM2165413v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis tucumanensis	JGI GOLD	NA
402648	GCA_004348415.1	Streptomyces hainanensis		Actinomycetota	Streptomyces hainanensis	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_004348415.1_ASM434841v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces hainanensis	JGI GOLD	NA
402734	GCA_900108955.1	Flavobacterium terrigena		Bacteroidota	Flavobacterium terrigena	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900108955.1/GCA_900108955.1_IMG-taxon_2600255390_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium terrigena	JGI GOLD	Unrestricted
403638	GCA_031454295.1	Actinoplanes couchii		Actinomycetota	Actinoplanes couchii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_031454295.1/GCA_031454295.1_ASM3145429v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes couchii	JGI GOLD	Unrestricted
405005	GCA_004103825.1	Hansschlegelia zhihuaiae		Pseudomonadota	Hansschlegelia zhihuaiae	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_004103825.1_ASM410382v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylocystaceae;g__Hansschlegelia;s__Hansschlegelia zhihuaiae	JGI GOLD	NA
405444	GCA_001431415.1	Stenotrophomonas humi		Pseudomonadota	Stenotrophomonas humi	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_001431415.1_ASM143141v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas humi	JGI GOLD	NA
405446	GCA_001431465.1	Stenotrophomonas terrae		Pseudomonadota	Stenotrophomonas terrae	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_001431465.1_ASM143146v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas terrae	JGI GOLD	NA
405559	GCA_028553805.1	Paracoccus saliphilus		Pseudomonadota	Paracoccus saliphilus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_028553805.1/GCA_028553805.1_ASM2855380v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus saliphilus	JGI GOLD	NA
405559	GCA_900156835.1	Paracoccus saliphilus		Pseudomonadota	Paracoccus saliphilus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900156835.1/GCA_900156835.1_IMG-taxon_2681813562_annotated_assembly_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus saliphilus	JGI GOLD	Unrestricted
405671	GCA_900100705.1	Pedobacter terrae		Bacteroidota	Pedobacter terrae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900100705.1/GCA_900100705.1_IMG-taxon_2675903222_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter terrae	JGI GOLD	Unrestricted
405770	GCA_004136635.1	Rothia halotolerans		Actinomycetota	Rothia halotolerans	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_004136635.1_ASM413663v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia halotolerans	JGI GOLD	NA
405948	GCA_000171635.1	Saccharopolyspora erythraea NRRL 2338		Actinomycetota	Saccharopolyspora erythraea	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_000171635.1_ASM17163v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora erythraea	JGI GOLD	NA
405948	GCA_002564065.1	Saccharopolyspora erythraea NRRL 2338		Actinomycetota	Saccharopolyspora erythraea	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_002564065.1/GCA_002564065.1_ASM256406v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora erythraea	JGI GOLD	Unrestricted
406425	GCA_000019505.1	Burkholderia orbicola MC0-3		Pseudomonadota	Burkholderia orbicola	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_000019505.1/GCA_000019505.1_ASM1950v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia orbicola	JGI GOLD	Unrestricted
406431	GCA_014323705.1	Actinomadura alba		Actinomycetota	Actinomadura alba	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_014323705.1_ASM1432370v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura;s__Actinomadura alba	JGI GOLD	NA
407035	GCA_001005905.1	Salinicoccus halodurans		Bacillota	Salinicoccus halodurans	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_001005905.1_ASM100590v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus;s__Salinicoccus halodurans	JGI GOLD	NA
408067	GCA_029953285.1	Yinghuangia seranimata		Actinomycetota	Yinghuangia seranimata	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_029953285.1/GCA_029953285.1_ASM2995328v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Yinghuangia;s__Yinghuangia seranimata	JGI GOLD	NA
408074	GCA_030812325.1	Chitinophaga terrae (ex Kim and Jung 2007)		Bacteroidota	Chitinophaga terrae (ex Kim and Jung 2007)	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030812325.1/GCA_030812325.1_ASM3081232v1_genomic.fna.gz	k__;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga terrae (ex Kim and Jung 2007)	JGI GOLD	Unrestricted
408074	GCA_900107795.1	Chitinophaga terrae (ex Kim and Jung 2007)		Bacteroidota	Chitinophaga terrae (ex Kim and Jung 2007)	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900107795.1/GCA_900107795.1_IMG-taxon_2599185217_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga terrae (ex Kim and Jung 2007)	JGI GOLD	Unrestricted
408139	GCA_002811455.1	Leptospira kmetyi		Spirochaetota	Leptospira kmetyi	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_002811455.1/GCA_002811455.1_ASM281145v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira kmetyi	JGI GOLD	NA
408139	GCA_002812065.1	Leptospira kmetyi		Spirochaetota	Leptospira kmetyi	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_002812065.1/GCA_002812065.1_ASM281206v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira kmetyi	JGI GOLD	NA
408139	GCA_003722295.1	Leptospira kmetyi		Spirochaetota	Leptospira kmetyi	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_003722295.1/GCA_003722295.1_ASM372229v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira kmetyi	JGI GOLD	NA
408139	GCA_004769185.1	Leptospira kmetyi		Spirochaetota	Leptospira kmetyi	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004769185.1/GCA_004769185.1_ASM476918v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira kmetyi	JGI GOLD	NA
408139	GCA_004770065.1	Leptospira kmetyi		Spirochaetota	Leptospira kmetyi	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004770065.1/GCA_004770065.1_ASM477006v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira kmetyi	JGI GOLD	NA
408577	GCA_000745485.1	Methanobacterium veterum		Euryarchaeota	Methanobacterium veterum	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_000745485.1_ASM74548v1_genomic.fna.gz	k__;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium veterum	JGI GOLD	Unrestricted
409290	GCA_003725815.1	Arthrobacter oryzae		Actinomycetota	Arthrobacter oryzae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_003725815.1/GCA_003725815.1_ASM372581v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter oryzae	JGI GOLD	NA
409290	GCA_030812315.1	Arthrobacter oryzae		Actinomycetota	Arthrobacter oryzae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030812315.1/GCA_030812315.1_ASM3081231v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter oryzae	JGI GOLD	Unrestricted
409290	GCA_030812355.1	Arthrobacter oryzae		Actinomycetota	Arthrobacter oryzae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030812355.1/GCA_030812355.1_ASM3081235v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter oryzae	JGI GOLD	Unrestricted
409290	GCA_031454875.1	Arthrobacter oryzae		Actinomycetota	Arthrobacter oryzae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_031454875.1/GCA_031454875.1_ASM3145487v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter oryzae	JGI GOLD	Unrestricted
409998	GCA_002811825.1	Leptospira wolffii		Spirochaetota	Leptospira wolffii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_002811825.1/GCA_002811825.1_ASM281182v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira wolffii	JGI GOLD	NA
409998	GCA_004769375.1	Leptospira wolffii		Spirochaetota	Leptospira wolffii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004769375.1/GCA_004769375.1_ASM476937v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira wolffii	JGI GOLD	NA
409998	GCA_004770635.1	Leptospira wolffii		Spirochaetota	Leptospira wolffii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004770635.1/GCA_004770635.1_ASM477063v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira wolffii	JGI GOLD	NA
409998	GCA_004770695.1	Leptospira wolffii		Spirochaetota	Leptospira wolffii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004770695.1/GCA_004770695.1_ASM477069v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira wolffii	JGI GOLD	NA
409998	GCA_004770715.1	Leptospira wolffii		Spirochaetota	Leptospira wolffii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004770715.1/GCA_004770715.1_ASM477071v1_genomic.fna.gz	k__;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira wolffii	JGI GOLD	NA
410837	GCA_030323865.1	Pseudarthrobacter defluvii		Actinomycetota	Pseudarthrobacter defluvii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030323865.1/GCA_030323865.1_ASM3032386v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter defluvii	JGI GOLD	NA
410837	GCA_030812535.1	Pseudarthrobacter defluvii		Actinomycetota	Pseudarthrobacter defluvii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030812535.1/GCA_030812535.1_ASM3081253v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter defluvii	JGI GOLD	Unrestricted
410837	GCA_030816725.1	Pseudarthrobacter defluvii		Actinomycetota	Pseudarthrobacter defluvii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030816725.1/GCA_030816725.1_ASM3081672v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter defluvii	JGI GOLD	Unrestricted
412384	GCA_002569785.1	Priestia aryabhattai		Bacillota	Priestia aryabhattai	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_002569785.1_ASM256978v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia aryabhattai	JGI GOLD	NA
412384	GCA_002588685.1	Priestia aryabhattai		Bacillota	Priestia aryabhattai	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_002588685.1_ASM258868v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia aryabhattai	JGI GOLD	NA
412384	GCA_017743055.1	Priestia aryabhattai		Bacillota	Priestia aryabhattai	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_017743055.1_ASM1774305v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia aryabhattai	JGI GOLD	NA
412384	GCA_002265635.1	Priestia aryabhattai		Bacillota	Priestia aryabhattai	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_002265635.1/GCA_002265635.1_ASM226563v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia aryabhattai	JGI GOLD	NA
412384	GCA_028891465.1	Priestia aryabhattai		Bacillota	Priestia aryabhattai	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_028891465.1/GCA_028891465.1_ASM2889146v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia aryabhattai	JGI GOLD	NA
412439	GCA_014803435.1	Cellulosimicrobium terreum		Actinomycetota	Cellulosimicrobium terreum	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_014803435.1_ASM1480343v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Cellulosimicrobium;s__Cellulosimicrobium terreum	JGI GOLD	NA
412439	GCA_004114655.2	Cellulosimicrobium terreum		Actinomycetota	Cellulosimicrobium terreum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004114655.2/GCA_004114655.2_ASM411465v2_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Cellulosimicrobium;s__Cellulosimicrobium terreum	JGI GOLD	NA
412690	GCA_900104895.1	Microterricola viridarii		Actinomycetota	Microterricola viridarii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900104895.1/GCA_900104895.1_IMG-taxon_2634166341_annotated_assembly_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microterricola;s__Microterricola viridarii	JGI GOLD	Unrestricted
413434	GCA_900167075.1	Sediminibacterium ginsengisoli		Bacteroidota	Sediminibacterium ginsengisoli	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900167075.1/GCA_900167075.1_IMG-taxon_2634166300_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium ginsengisoli	JGI GOLD	Unrestricted
414048	GCA_900113525.1	Pedobacter insulae		Bacteroidota	Pedobacter insulae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900113525.1/GCA_900113525.1_IMG-taxon_2634166297_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter insulae	JGI GOLD	Unrestricted
414996	GCA_002263515.1	Actinopolyspora erythraea		Actinomycetota	Actinopolyspora erythraea	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_002263515.1/GCA_002263515.1_ASM226351v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Actinopolysporales;f__Actinopolysporaceae;g__Actinopolyspora;s__Actinopolyspora erythraea	JGI GOLD	NA
415217	GCA_002812805.1	Microbacterium lacus		Actinomycetota	Microbacterium lacus	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_002812805.1_ASM281280v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium lacus	JGI GOLD	NA
415425	GCA_900142035.1	Flavobacterium terrae		Bacteroidota	Flavobacterium terrae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900142035.1/GCA_900142035.1_IMG-taxon_2695421047_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium terrae	JGI GOLD	Unrestricted
415996	GCA_025656855.1	Shinella yambaruensis		Pseudomonadota	Shinella yambaruensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_025656855.1/GCA_025656855.1_ASM2565685v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Shinella;s__Shinella yambaruensis	JGI GOLD	NA
416016	GCA_900148835.1	Flavobacterium cucumis		Bacteroidota	Flavobacterium cucumis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900148835.1/GCA_900148835.1_IMG-taxon_2698536819_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium cucumis	JGI GOLD	Unrestricted
416169	GCA_003069545.1	Rhodanobacter thiooxydans		Pseudomonadota	Rhodanobacter thiooxydans	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_003069545.1_ASM306954v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter thiooxydans	JGI GOLD	NA
416170	GCA_030814845.1	Azospirillum rugosum		Pseudomonadota	Azospirillum rugosum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030814845.1/GCA_030814845.1_ASM3081484v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum rugosum	JGI GOLD	Unrestricted
416955	GCA_025460835.1	Parapedobacter soli		Bacteroidota	Parapedobacter soli	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_025460835.1/GCA_025460835.1_ASM2546083v1_genomic.fna.gz	k__;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter;s__Parapedobacter soli	JGI GOLD	NA
418630	GCA_900188265.1	[Luteovulum] sphaeroides subsp. megalophilum		Pseudomonadota	Cereibacter sphaeroides	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900188265.1/GCA_900188265.1_IMG-taxon_2681813553_annotated_assembly_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Cereibacter;s__Cereibacter sphaeroides	JGI GOLD	Unrestricted
419475	GCA_001652485.1	Brucella pseudogrignonensis		Pseudomonadota	Brucella pseudogrignonensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_001652485.1/GCA_001652485.1_ASM165248v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Brucellaceae;g__Brucella;s__Brucella pseudogrignonensis	JGI GOLD	NA
419475	GCA_031454375.1	Brucella pseudogrignonensis		Pseudomonadota	Brucella pseudogrignonensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_031454375.1/GCA_031454375.1_ASM3145437v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Brucellaceae;g__Brucella;s__Brucella pseudogrignonensis	JGI GOLD	Unrestricted
419477	GCA_012395985.1	Nocardia speluncae		Actinomycetota	Nocardia speluncae	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_012395985.1_ASM1239598v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Nocardia;s__Nocardia speluncae	JGI GOLD	NA
419479	GCA_900105925.1	Jiangella alkaliphila		Actinomycetota	Jiangella alkaliphila	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900105925.1/GCA_900105925.1_IMG-taxon_2639762615_annotated_assembly_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Jiangellales;f__Jiangellaceae;g__Jiangella;s__Jiangella alkaliphila	JGI GOLD	Unrestricted
421767	GCA_001273755.1	Peribacillus butanolivorans		Bacillota	Peribacillus butanolivorans	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_001273755.1_ASM127375v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus butanolivorans	JGI GOLD	NA
421767	GCA_002556305.1	Peribacillus butanolivorans		Bacillota	Peribacillus butanolivorans	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_002556305.1_ASM255630v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus butanolivorans	JGI GOLD	NA
421767	GCA_003410415.1	Peribacillus butanolivorans		Bacillota	Peribacillus butanolivorans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_003410415.1/GCA_003410415.1_ASM341041v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus butanolivorans	JGI GOLD	NA
424797	GCA_003047265.1	Nocardioides terrigena		Actinomycetota	Nocardioides terrigena	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_003047265.1_ASM304726v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides terrigena	JGI GOLD	NA
424799	GCA_018129025.1	Neoroseomonas terrae		Pseudomonadota	Neoroseomonas terrae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_018129025.1/GCA_018129025.1_ASM1812902v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Neoroseomonas;s__Neoroseomonas terrae	JGI GOLD	NA
