ncbi_species_taxid	accession	ncbi_organism_name	kingdom	phylum	species	fasta_file_path	ncbi_taxonomy	source	is_published
649349	GCA_000166395.1	Leadbetterella byssophila DSM 17132	Bacteria	Bacteroidota	Leadbetterella byssophila	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000166395.1_ASM16639v1_genomic.fna.gz	k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Spirosomataceae;g__Leadbetterella;s__Leadbetterella byssophila	JGI GOLD - RefSoil	Unrestricted
649831	GCA_000389965.1	Actinoplanes sp. N902-109	Bacteria	Actinomycetota	Actinoplanes sp. N902-109	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000389965.1_ASM38996v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes sp. N902-109	JGI GOLD - RefSoil	NA
650150	GCA_000270085.1	Erysipelothrix rhusiopathiae str. Fujisawa	Bacteria	Bacillota	Erysipelothrix rhusiopathiae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000270085.1_ASM27008v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix;s__Erysipelothrix rhusiopathiae	JGI GOLD - RefSoil	NA
656519	GCA_000166415.1	Halanaerobium hydrogeniformans	Bacteria	Bacillota	Halanaerobium hydrogeniformans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000166415.1_ASM16641v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__Halanaerobium hydrogeniformans	JGI GOLD - RefSoil	Unrestricted
661367	GCA_000091785.1	Legionella longbeachae NSW150	Bacteria	Pseudomonadota	Legionella longbeachae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000091785.1_ASM9178v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella longbeachae	JGI GOLD - RefSoil	NA
663917	GCA_000210155.1	Geobacter sulfurreducens KN400	Bacteria	Thermodesulfobacteriota	Geobacter sulfurreducens	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000210155.1_ASM21015v1_genomic.fna.gz	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens	JGI GOLD - RefSoil	NA
665029	GCA_000091565.1	Erwinia amylovora CFBP1430	Bacteria	Pseudomonadota	Erwinia amylovora	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000091565.1_ASM9156v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Erwinia;s__Erwinia amylovora	JGI GOLD - RefSoil	NA
666685	GCA_000230695.3	Rhodanobacter denitrificans	Bacteria	Pseudomonadota	Rhodanobacter denitrificans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000230695.3_ASM23069v3_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter denitrificans	JGI GOLD - RefSoil	Unrestricted
666686	GCA_000242895.3	Bacillus sp. 1NLA3E	Bacteria	Bacillota	Bacillus sp. 1NLA3E	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000242895.3_ASM24289v3_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. 1NLA3E	JGI GOLD - RefSoil	Unrestricted
679901	GCA_000217995.1	Methanosalsum zhilinae DSM 4017	Archaea	Euryarchaeota	Methanosalsum zhilinae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000217995.1_ASM21799v1_genomic.fna.gz	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosalsum;s__Methanosalsum zhilinae	JGI GOLD - RefSoil	Unrestricted
679926	GCA_000147875.1	Methanolacinia petrolearia DSM 11571	Archaea	Euryarchaeota	Methanolacinia petrolearia	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000147875.1_ASM14787v1_genomic.fna.gz	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia petrolearia	JGI GOLD - RefSoil	Unrestricted
682633	GCA_000474725.1	Mesorhizobium ciceri ca181	Bacteria	Pseudomonadota	Mesorhizobium ciceri	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000474725.1_MciceriCa181_1.0_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium ciceri	JGI GOLD - RefSoil	NA
685727	GCA_000196695.1	Prescottella equi 103S	Bacteria	Actinomycetota	Prescottella equi	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000196695.1_ASM19669v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Prescottella;s__Prescottella equi	JGI GOLD - RefSoil	NA
688269	GCA_000217815.1	Pseudothermotoga thermarum DSM 5069	Bacteria	Thermotogota	Pseudothermotoga thermarum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000217815.1_ASM21781v1_genomic.fna.gz	k__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Pseudothermotoga;s__Pseudothermotoga thermarum	JGI GOLD - RefSoil	Unrestricted
690566	GCA_000147835.3	Sphingobium chlorophenolicum L-1	Bacteria	Pseudomonadota	Sphingobium chlorophenolicum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000147835.3_ASM14783v3_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium chlorophenolicum	JGI GOLD - RefSoil	Unrestricted
693977	GCA_000190555.1	Deinococcus proteolyticus MRP	Bacteria	Deinococcota	Deinococcus proteolyticus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000190555.1_ASM19055v1_genomic.fna.gz	k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus proteolyticus	JGI GOLD - RefSoil	Unrestricted
693982	GCA_000147795.3	Sinorhizobium meliloti AK83	Bacteria	Pseudomonadota	Sinorhizobium meliloti	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000147795.3_ASM14779v3_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti	JGI GOLD - RefSoil	Unrestricted
694427	GCA_000183135.1	Paludibacter propionicigenes WB4	Bacteria	Bacteroidota	Paludibacter propionicigenes	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000183135.1_ASM18313v1_genomic.fna.gz	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter propionicigenes	JGI GOLD - RefSoil	Unrestricted
696281	GCA_000215085.1	Desulforamulus ruminis DSM 2154	Bacteria	Bacillota	Desulforamulus ruminis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000215085.1_ASM21508v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Desulforamulus;s__Desulforamulus ruminis	JGI GOLD - RefSoil	Unrestricted
697281	GCA_000213255.1	Mahella australiensis 50-1 BON	Bacteria	Bacillota	Mahella australiensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000213255.1_ASM21325v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family IV. Incertae Sedis;g__Mahella;s__Mahella australiensis	JGI GOLD - RefSoil	Unrestricted
697329	GCA_000179635.2	Ruminococcus albus 7 = DSM 20455	Bacteria	Bacillota	Ruminococcus albus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000179635.2_ASM17963v2_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus albus	JGI GOLD - RefSoil	Unrestricted
698758	GCA_000307165.1	Amphibacillus xylanus NBRC 15112	Bacteria	Bacillota	Amphibacillus xylanus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000307165.1_ASM30716v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Amphibacillus;s__Amphibacillus xylanus	JGI GOLD - RefSoil	NA
698761	GCA_000330885.1	Rhizobium tropici CIAT 899	Bacteria	Pseudomonadota	Rhizobium tropici	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000330885.1_ASM33088v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium tropici	JGI GOLD - RefSoil	NA
698963	GCA_000255175.1	Corynebacterium diphtheriae C7 (beta)	Bacteria	Actinomycetota	Corynebacterium diphtheriae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000255175.1_ASM25517v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium diphtheriae	JGI GOLD - RefSoil	NA
698971	GCA_000255255.1	Corynebacterium diphtheriae VA01	Bacteria	Actinomycetota	Corynebacterium diphtheriae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000255255.1_ASM25525v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium diphtheriae	JGI GOLD - RefSoil	NA
698973	GCA_000241935.1	Corynebacterium diphtheriae BH8	Bacteria	Actinomycetota	Corynebacterium diphtheriae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000241935.1_ASM24193v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium diphtheriae	JGI GOLD - RefSoil	NA
701177	GCA_000025165.1	Escherichia coli O55:H7 str. CB9615	Bacteria	Pseudomonadota	Escherichia coli	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000025165.1_ASM2516v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	JGI GOLD - RefSoil	NA
702113	GCA_000253255.1	Novosphingobium sp. PP1Y	Bacteria	Pseudomonadota	Novosphingobium sp. PP1Y	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000253255.1_ASM25325v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp. PP1Y	JGI GOLD - RefSoil	NA
703352	GCA_000192885.1	Brucella melitensis M5-90	Bacteria	Pseudomonadota	Brucella melitensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000192885.1_ASM19288v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Brucellaceae;g__Brucella;s__Brucella melitensis	JGI GOLD - RefSoil	NA
707241	GCA_000218265.1	Sinorhizobium meliloti SM11	Bacteria	Pseudomonadota	Sinorhizobium meliloti	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000218265.1_ASM21826v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti	JGI GOLD - RefSoil	NA
710421	GCA_000266905.1	Mycolicibacterium chubuense NBB4	Bacteria	Actinomycetota	Mycolicibacterium chubuense	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000266905.1_ASM26690v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium chubuense	JGI GOLD - RefSoil	Unrestricted
710685	GCA_000230895.3	Mycolicibacterium rhodesiae NBB3	Bacteria	Actinomycetota	Mycolicibacterium rhodesiae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000230895.3_ASM23089v3_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium rhodesiae	JGI GOLD - RefSoil	Unrestricted
714359	GCA_000092165.1	Bacillus thuringiensis BMB171	Bacteria	Bacillota	Bacillus thuringiensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000092165.1_ASM9216v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis	JGI GOLD - RefSoil	NA
716540	GCA_000027205.1	Erwinia amylovora ATCC 49946	Bacteria	Pseudomonadota	Erwinia amylovora	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000027205.1_ASM2720v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Erwinia;s__Erwinia amylovora	JGI GOLD - RefSoil	NA
717605	GCA_000227705.3	Thermobacillus composti KWC4	Bacteria	Bacillota	Thermobacillus composti	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000227705.3_ASM22770v3_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Thermobacillus;s__Thermobacillus composti	JGI GOLD - RefSoil	Unrestricted
717785	GCA_000253295.1	Hyphomicrobium sp. MC1	Bacteria	Pseudomonadota	Hyphomicrobium sp. MC1	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000253295.1_ASM25329v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__Hyphomicrobium sp. MC1	JGI GOLD - RefSoil	NA
718274	GCA_000283735.1	Salmonella enterica subsp. enterica serovar Typhimurium str. T000240	Bacteria	Pseudomonadota	Salmonella enterica	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000283735.1_ASM28373v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	JGI GOLD - RefSoil	NA
743299	GCA_000214095.3	Acidithiobacillus ferrivorans SS3	Bacteria	Pseudomonadota	Acidithiobacillus ferrivorans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000214095.3_ASM21409v3_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferrivorans	JGI GOLD - RefSoil	Unrestricted
743721	GCA_000185965.1	Pseudoxanthomonas suwonensis 11-1	Bacteria	Pseudomonadota	Pseudoxanthomonas suwonensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000185965.1_ASM18596v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonas suwonensis	JGI GOLD - RefSoil	Unrestricted
748280	GCA_000283535.1	Pseudogulbenkiania sp. NH8B	Bacteria	Pseudomonadota	Pseudogulbenkiania sp. NH8B	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000283535.1_ASM28353v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Pseudogulbenkiania;s__Pseudogulbenkiania sp. NH8B	JGI GOLD - RefSoil	NA
748727	GCA_000143685.1	Clostridium ljungdahlii DSM 13528	Bacteria	Bacillota	Clostridium ljungdahlii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000143685.1_ASM14368v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium ljungdahlii	JGI GOLD - RefSoil	NA
754035	GCA_000230995.3	Mesorhizobium australicum WSM2073	Bacteria	Pseudomonadota	Mesorhizobium australicum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000230995.3_ASM23099v3_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium australicum	JGI GOLD - RefSoil	Unrestricted
754252	GCA_000091725.1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	Bacteria	Actinomycetota	Propionibacterium freudenreichii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000091725.1_ASM9172v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium freudenreichii	JGI GOLD - RefSoil	NA
754503	GCA_000427215.1	Mesomycoplasma hyopneumoniae 7422	Bacteria	Mycoplasmatota	Mesomycoplasma hyopneumoniae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000427215.1_ASM42721v1_genomic.fna.gz	k__Bacteria;p__Mycoplasmatota;c__;o__Mycoplasmoidales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma hyopneumoniae	JGI GOLD - RefSoil	NA
754523	GCA_000517605.1	Rhizobium leguminosarum bv. trifolii WSM1689	Bacteria	Pseudomonadota	Rhizobium leguminosarum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000517605.1_ASM51760v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leguminosarum	JGI GOLD - RefSoil	Unrestricted
755178	GCA_000317675.1	Cyanobacterium aponinum PCC 10605	Bacteria	Cyanobacteriota	Cyanobacterium aponinum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000317675.1_ASM31767v1_genomic.fna.gz	k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Chroococcales;f__Geminocystaceae;g__Cyanobacterium;s__Cyanobacterium aponinum	JGI GOLD - RefSoil	Unrestricted
756499	GCA_000243155.3	Desulfitobacterium dehalogenans ATCC 51507	Bacteria	Bacillota	Desulfitobacterium dehalogenans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000243155.3_ASM24315v3_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium dehalogenans	JGI GOLD - RefSoil	Unrestricted
759914	GCA_000143725.1	Brachyspira pilosicoli 95/1000	Bacteria	Spirochaetota	Brachyspira pilosicoli	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000143725.1_ASM14372v1_genomic.fna.gz	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	JGI GOLD - RefSoil	NA
760568	GCA_000214705.1	Desulfofundulus kuznetsovii DSM 6115	Bacteria	Bacillota	Desulfofundulus kuznetsovii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000214705.1_ASM21470v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Desulfofundulus;s__Desulfofundulus kuznetsovii	JGI GOLD - RefSoil	Unrestricted
762550	GCA_000196855.1	Leuconostoc gasicomitatum LMG 18811	Bacteria	Bacillota	Leuconostoc gasicomitatum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000196855.1_ASM19685v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc gasicomitatum	JGI GOLD - RefSoil	NA
765177	GCA_000186365.1	Desulfurococcus mucosus DSM 2162	Archaea	Thermoproteota	Desulfurococcus mucosus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000186365.1_ASM18636v1_genomic.fna.gz	k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus mucosus	JGI GOLD - RefSoil	Unrestricted
765869	GCA_000525675.1	Bdellovibrio bacteriovorus W	Bacteria	Bdellovibrionota	Bdellovibrio bacteriovorus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000525675.1_ASM52567v1_genomic.fna.gz	k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio bacteriovorus	JGI GOLD - RefSoil	NA
767817	GCA_000233715.3	Desulfoscipio gibsoniae DSM 7213	Bacteria	Bacillota	Desulfoscipio gibsoniae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000233715.3_ASM23371v3_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfallaceae;g__Desulfoscipio;s__Desulfoscipio gibsoniae	JGI GOLD - RefSoil	Unrestricted
768066	GCA_000196875.2	Halomonas elongata DSM 2581	Bacteria	Pseudomonadota	Halomonas elongata	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000196875.2_ASM19687v2_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas elongata	JGI GOLD - RefSoil	NA
768492	GCA_000214235.1	Serratia plymuthica AS9	Bacteria	Pseudomonadota	Serratia plymuthica	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000214235.1_ASM21423v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia;s__Serratia plymuthica	JGI GOLD - RefSoil	Unrestricted
768494	GCA_000258885.1	Bacillus anthracis str. H9401	Bacteria	Bacillota	Bacillus anthracis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000258885.1_ASM25888v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus anthracis	JGI GOLD - RefSoil	NA
768679	GCA_000253055.1	Thermoproteus tenax Kra 1	Archaea	Thermoproteota	Thermoproteus tenax	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000253055.1_ASM25305v1_genomic.fna.gz	k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus tenax	JGI GOLD - RefSoil	NA
768704	GCA_000231385.3	Desulfosporosinus meridiei DSM 13257	Bacteria	Bacillota	Desulfosporosinus meridiei	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000231385.3_ASM23138v3_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus meridiei	JGI GOLD - RefSoil	Unrestricted
771875	GCA_000235405.3	Fervidobacterium pennivorans DSM 9078	Bacteria	Thermotogota	Fervidobacterium pennivorans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000235405.3_ASM23540v3_genomic.fna.gz	k__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__Fervidobacterium pennivorans	JGI GOLD - RefSoil	Unrestricted
856793	GCA_000226315.1	Micavibrio aeruginosavorus ARL-13	Bacteria	Bdellovibrionota	Micavibrio aeruginosavorus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000226315.1_ASM22631v1_genomic.fna.gz	k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__Micavibrio;s__Micavibrio aeruginosavorus	JGI GOLD - RefSoil	NA
859655	GCA_000427195.1	Ralstonia solanacearum CMR15	Bacteria	Pseudomonadota	Ralstonia solanacearum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000427195.1_ASM42719v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia solanacearum	JGI GOLD - RefSoil	NA
