"genomicsSampleID","d15N","organicd13C","nitrogenPercent","organicCPercent","soilTemp","soilMoisture","soilInWaterpH","soilInCaClpH","latitude","longitude","elevation","sampleTiming","nlcdClass"
"NIWO_006-M-20190731-COMP",3.8,-25.15,0.8425,10.1775,10.5,0.22375,6.33,5.595,40.055052,-105.561551,3469.3,"peakGreenness","grasslandHerbaceous"
"NIWO_006-M-20210727-COMP",NA,NA,NA,NA,14.1333333333333,0.245666666666667,5.88,5.18333333333333,40.055052,-105.561551,3469.3,"peakGreenness","grasslandHerbaceous"
"NIWO_006-M-20230726-COMP",NA,NA,NA,NA,12.1666666666667,0.347666666666667,5.29333333333333,5.00333333333333,40.055052,-105.561551,3469.3,"peakGreenness","grasslandHerbaceous"
"NIWO_006-O-20180730-COMP",NA,NA,NA,NA,15.2,0.6405,6.545,5.945,40.055052,-105.561551,3469.3,"peakGreenness","grasslandHerbaceous"
"NIWO_006-O-20220720-COMP",NA,NA,NA,NA,13.7666666666667,0.208333333333333,6.55666666666667,5.69666666666667,40.055052,-105.561551,3469.3,"peakGreenness","grasslandHerbaceous"
"NIWO_008-M-20160829-COMP",NA,NA,NA,NA,6.53333333333333,0.273666666666667,5.50333333333333,4.67,40.054475,-105.567875,3500.2,"peakGreenness","grasslandHerbaceous"
"NIWO_008-M-20170731-COMP",NA,NA,NA,NA,8.56666666666667,0.232333333333333,5.17666666666667,4.22,40.054475,-105.567875,3500.2,"peakGreenness","grasslandHerbaceous"
"NIWO_040-M-20190807-COMP",4.2,-24.4333333333333,0.173333333333333,3.49666666666667,9.03333333333333,0.147666666666667,4.94333333333333,3.88,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_040-M-20230724-COMP",NA,NA,NA,NA,11.7,0.186,4.77,3.86,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_040-O-20160828-COMP",NA,NA,NA,NA,6.16666666666667,0.965333333333333,4.95,4.38333333333333,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_040-O-20170801-COMP",NA,NA,NA,NA,9.96666666666667,0.79,5.43333333333333,4.61666666666667,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_040-O-20180730-COMP",NA,NA,NA,NA,6.73333333333333,0.639666666666667,5.19,4.37,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_040-O-20190807-COMP",-1.43333333333333,-25.6,1.50666666666667,35.49,9.03333333333333,0.967,5.32,4.60333333333333,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_040-O-20200708-COMP",NA,NA,NA,NA,5.9,0.941333333333333,5.25,4.46333333333333,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_040-O-20210728-COMP",NA,NA,NA,NA,11.5666666666667,0.575333333333333,5.06333333333333,4.42,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_040-O-20220718-COMP",NA,NA,NA,NA,9.4,0.85,5.18333333333333,4.71333333333333,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_040-O-20230724-COMP",NA,NA,NA,NA,9.65,0.795,4.91,4.17,40.046544,-105.58471,3365.1,"peakGreenness","evergreenForest"
"NIWO_041-M-20170801-COMP",NA,NA,NA,NA,8.96666666666667,0.291666666666667,5.19333333333333,4.19,40.05035,-105.582964,3425.4,"peakGreenness","shrubScrub"
"NIWO_041-M-20180731-COMP",NA,NA,NA,NA,18.5,0.155,5.56,4.375,40.05035,-105.582964,3425.4,"peakGreenness","shrubScrub"
"NIWO_041-M-20190805-COMP",6.03333333333333,-24.8666666666667,0.323333333333333,4.12333333333333,12.8666666666667,0.247666666666667,5.29,4.26666666666667,40.05035,-105.582964,3425.4,"peakGreenness","shrubScrub"
"NIWO_041-M-20200706-COMP",NA,NA,NA,NA,5.65,0.266,5.075,4.7,40.05035,-105.582964,3425.4,"peakGreenness","shrubScrub"
"NIWO_041-M-20210726-COMP",NA,NA,NA,NA,18.9,0.207,5.06,4.15666666666667,40.05035,-105.582964,3425.4,"peakGreenness","shrubScrub"
"NIWO_041-M-20230724-COMP",NA,NA,NA,NA,15.5666666666667,0.262,5.65666666666667,4.68,40.05035,-105.582964,3425.4,"peakGreenness","shrubScrub"
"NIWO_041-O-20160828-COMP",NA,NA,NA,NA,8.76666666666667,0.275333333333333,5.17,4.38,40.05035,-105.582964,3425.4,"peakGreenness","shrubScrub"
"NIWO_041-O-20180731-COMP",NA,NA,NA,NA,12.3,0.14,5.31,4.14,40.05035,-105.582964,3425.4,"peakGreenness","shrubScrub"
"NIWO_041-O-20200706-COMP",NA,NA,NA,NA,0.5,2.133,5.39,4.26,40.05035,-105.582964,3425.4,"peakGreenness","shrubScrub"
"NIWO_042-M-20160828-COMP",NA,NA,NA,NA,10.3,0.314,5.14,4.30666666666667,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_042-M-20170801-COMP",NA,NA,NA,NA,15.0333333333333,0.322333333333333,5.3,4.26666666666667,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_042-M-20190805-COMP",3.9,-25.6333333333333,0.6,8.30333333333333,17.6,0.335,5.23333333333333,4.14,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_042-M-20200706-COMP",NA,NA,NA,NA,18.9,0.305,5.39,4.24,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_042-M-20210728-COMP",NA,NA,NA,NA,21.2666666666667,0.106666666666667,5.24666666666667,4.30666666666667,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_042-M-20220718-COMP",NA,NA,NA,NA,14.9,0.294,5.34,4.63,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_042-M-20230724-COMP",NA,NA,NA,NA,13.9333333333333,0.231333333333333,5.11,3.96,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_042-O-20180730-COMP",NA,NA,NA,NA,16.8,0.226333333333333,5.37333333333333,4.19,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_042-O-20200706-COMP",NA,NA,NA,NA,20.15,0.4455,4.58,4.165,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_042-O-20220718-COMP",NA,NA,NA,NA,17.2,0.249,4.965,4.255,40.04845,-105.584355,3412.5,"peakGreenness","grasslandHerbaceous"
"NIWO_043-M-20170731-COMP",NA,NA,NA,NA,15.9666666666667,0.29,5.53333333333333,4.62,40.05465,-105.586515,3540.9,"peakGreenness","grasslandHerbaceous"
"NIWO_043-M-20190805-COMP",6.4,-24.5666666666667,0.763333333333333,9.17,11,0.254,5.27666666666667,4.34,40.05465,-105.586515,3540.9,"peakGreenness","grasslandHerbaceous"
"NIWO_043-M-20200708-COMP",NA,NA,NA,NA,19.8666666666667,0.119,5.32,4.48,40.05465,-105.586515,3540.9,"peakGreenness","grasslandHerbaceous"
"NIWO_043-M-20210726-COMP",NA,NA,NA,NA,16.0666666666667,0.147666666666667,5.29333333333333,4.51,40.05465,-105.586515,3540.9,"peakGreenness","grasslandHerbaceous"
"NIWO_043-M-20230724-COMP",NA,NA,NA,NA,16.9,0.140666666666667,5.33666666666667,4.23333333333333,40.05465,-105.586515,3540.9,"peakGreenness","grasslandHerbaceous"
"NIWO_043-O-20160828-COMP",NA,NA,NA,NA,7.36666666666667,0.327333333333333,5.77,4.94333333333333,40.05465,-105.586515,3540.9,"peakGreenness","grasslandHerbaceous"
"NIWO_043-O-20180731-COMP",NA,NA,NA,NA,13.7666666666667,0.158333333333333,6.01333333333333,5.13333333333333,40.05465,-105.586515,3540.9,"peakGreenness","grasslandHerbaceous"
"NOGP_001-M-20170707-COMP",NA,NA,NA,NA,24.5,0.039,6.75,6.12,46.806092,-100.915421,526.2,"peakGreenness","grasslandHerbaceous"
"NOGP_001-M-20200701-COMP",NA,NA,NA,NA,19.25,0.10725,6.91,6.1025,46.806092,-100.915421,526.2,"peakGreenness","grasslandHerbaceous"
"NOGP_002-M-20170706-COMP",NA,NA,NA,NA,23.8333333333333,0.0983333333333333,7.51,6.94666666666667,46.798586,-100.911965,553.7,"peakGreenness","grasslandHerbaceous"
"NOGP_002-M-20200701-COMP",NA,NA,NA,NA,18.3333333333333,0.2,7.31,6.83,46.798586,-100.911965,553.7,"peakGreenness","grasslandHerbaceous"
"NOGP_003-M-20170707-COMP",NA,NA,NA,NA,20,0.203666666666667,7.09666666666667,6.71333333333333,46.800934,-100.916415,525,"peakGreenness","grasslandHerbaceous"
"NOGP_003-M-20200708-COMP",NA,NA,NA,NA,19.55,0.2595,6.75,6.185,46.800934,-100.916415,525,"peakGreenness","grasslandHerbaceous"
"NOGP_005-M-20170706-COMP",NA,NA,NA,NA,23.1666666666667,0.112666666666667,6.69,5.95666666666667,46.786915,-100.915127,566.4,"peakGreenness","grasslandHerbaceous"
"NOGP_005-M-20200706-COMP",NA,NA,NA,NA,21.6,0.230666666666667,6.53666666666667,5.75333333333333,46.786915,-100.915127,566.4,"peakGreenness","grasslandHerbaceous"
"NOGP_006-M-20170706-COMP",NA,NA,NA,NA,19.75,0.125,6.7,5.95,46.769079,-100.916842,588.4,"peakGreenness","grasslandHerbaceous"
"NOGP_006-M-20200701-COMP",NA,NA,NA,NA,19.6666666666667,0.208666666666667,6.55666666666667,5.77333333333333,46.769079,-100.916842,588.4,"peakGreenness","grasslandHerbaceous"
"NOGP_012-M-20170706-COMP",NA,NA,NA,NA,21.9333333333333,0.103333333333333,6.68333333333333,5.96,46.786096,-100.915884,565.3,"peakGreenness","grasslandHerbaceous"
"NOGP_012-M-20200706-COMP",NA,NA,NA,NA,23.5666666666667,0.180666666666667,6.27,5.54666666666667,46.786096,-100.915884,565.3,"peakGreenness","grasslandHerbaceous"
"NOGP_061-M-20170705-COMP",NA,NA,NA,NA,18.9333333333333,0.144,6.44666666666667,5.67333333333333,46.76806,-100.912511,583.2,"peakGreenness","grasslandHerbaceous"
"NOGP_061-M-20200708-COMP",NA,NA,NA,NA,20.3666666666667,0.271333333333333,6.20333333333333,5.4,46.76806,-100.912511,583.2,"peakGreenness","grasslandHerbaceous"
"NOGP_062-M-20170705-COMP",NA,NA,NA,NA,22.1666666666667,0.163666666666667,7.54,6.89666666666667,46.772266,-100.919713,575.6,"peakGreenness","grasslandHerbaceous"
"NOGP_062-M-20200708-COMP",NA,NA,NA,NA,21.1333333333333,0.243333333333333,7.53333333333333,6.98666666666667,46.772266,-100.919713,575.6,"peakGreenness","grasslandHerbaceous"
"NOGP_064-M-20170705-COMP",NA,NA,NA,NA,20.1,0.1495,6.795,5.965,46.770749,-100.913769,585.6,"peakGreenness","grasslandHerbaceous"
"NOGP_064-M-20200706-COMP",NA,NA,NA,NA,22.6,0.252,6.64333333333333,5.98,46.770749,-100.913769,585.6,"peakGreenness","grasslandHerbaceous"
"NOGP_064-O-20170705-COMP",NA,NA,NA,NA,19.7,0.176,6.71,6.02,46.770749,-100.913769,585.6,"peakGreenness","grasslandHerbaceous"
"NOGP_065-M-20170705-COMP",NA,NA,NA,NA,17.6,0.14,6.67,5.94,46.770139,-100.91806,588.1,"peakGreenness","grasslandHerbaceous"
"NOGP_065-M-20200706-COMP",NA,NA,NA,NA,23.1,0.190666666666667,6.58,5.90333333333333,46.770139,-100.91806,588.1,"peakGreenness","grasslandHerbaceous"
"NOGP_065-O-20170705-COMP",NA,NA,NA,NA,19,0.2085,6.47,5.605,46.770139,-100.91806,588.1,"peakGreenness","grasslandHerbaceous"
"NOGP_065-O-20200706-COMP",0.8,-26.2,1.16,15.52,21.8,0.793,6.9,6.19,46.770139,-100.91806,588.1,"peakGreenness","grasslandHerbaceous"
"OAES_001-M-20160809-COMP",NA,NA,NA,NA,24.8666666666667,NA,NA,7.44,35.412699,-99.058259,515.1,"peakGreenness","grasslandHerbaceous"
"OAES_001-M-20170626-COMP",NA,NA,NA,NA,32.4,0.0846666666666667,8.24333333333333,7.54,35.412699,-99.058259,515.1,"peakGreenness","grasslandHerbaceous"
"OAES_001-M-20180529-COMP",NA,NA,NA,NA,33.5666666666667,0.0546666666666667,8.25333333333333,7.4,35.412699,-99.058259,515.1,"peakGreenness","grasslandHerbaceous"
"OAES_002-M-20160810-COMP",NA,NA,NA,NA,24.7333333333333,NA,NA,7.13,35.419716,-99.052304,521.6,"peakGreenness","grasslandHerbaceous"
"OAES_002-M-20170627-COMP",NA,NA,NA,NA,26,0.0863333333333333,8.06333333333333,7.35666666666667,35.419716,-99.052304,521.6,"peakGreenness","grasslandHerbaceous"
"OAES_002-M-20180530-COMP",NA,NA,NA,NA,24.4666666666667,0.0943333333333333,8.02,6.84,35.419716,-99.052304,521.6,"peakGreenness","grasslandHerbaceous"
"OAES_002-M-20230516-COMP",NA,NA,NA,NA,16.1666666666667,0.209666666666667,7.43666666666667,7.40333333333333,35.419716,-99.052304,521.6,"peakGreenness","grasslandHerbaceous"
"OAES_003-M-20160809-COMP",NA,NA,NA,NA,27.5333333333333,NA,NA,7.38333333333333,35.412139,-99.069792,510.5,"peakGreenness","grasslandHerbaceous"
"OAES_003-M-20170627-COMP",NA,NA,NA,NA,29.5333333333333,0.0563333333333333,7.91666666666667,7.25666666666667,35.412139,-99.069792,510.5,"peakGreenness","grasslandHerbaceous"
"OAES_003-M-20180529-COMP",NA,NA,NA,NA,30.0333333333333,0.052,8.24666666666667,7.34,35.412139,-99.069792,510.5,"peakGreenness","grasslandHerbaceous"
"OAES_003-M-20230516-COMP",NA,NA,NA,NA,23.5333333333333,0.173333333333333,7.06,7.11666666666667,35.412139,-99.069792,510.5,"peakGreenness","grasslandHerbaceous"
"OAES_004-M-20160809-COMP",NA,NA,NA,NA,25.3333333333333,NA,NA,6.82,35.41213,-99.085338,507.5,"peakGreenness","grasslandHerbaceous"
"OAES_004-M-20170626-COMP",NA,NA,NA,NA,24.1333333333333,0.12,7.72333333333333,7.14333333333333,35.41213,-99.085338,507.5,"peakGreenness","grasslandHerbaceous"
"OAES_004-M-20180529-COMP",NA,NA,NA,NA,25.75,0.10625,7.7325,7.2575,35.41213,-99.085338,507.5,"peakGreenness","grasslandHerbaceous"
"OAES_004-M-20230516-COMP",NA,NA,NA,NA,21.3666666666667,0.197333333333333,7.32666666666667,7.29666666666667,35.41213,-99.085338,507.5,"peakGreenness","grasslandHerbaceous"
"OAES_007-M-20160809-COMP",NA,NA,NA,NA,30.2666666666667,NA,NA,7.60666666666667,35.419991,-99.057264,519.4,"peakGreenness","shrubScrub"
"OAES_007-M-20170627-COMP",NA,NA,NA,NA,25.6666666666667,0.048,8.23666666666667,7.47,35.419991,-99.057264,519.4,"peakGreenness","shrubScrub"
"OAES_007-M-20180530-COMP",NA,NA,NA,NA,23.8,0.0783333333333333,8.23333333333333,7.14,35.419991,-99.057264,519.4,"peakGreenness","shrubScrub"
"OAES_009-M-20160810-COMP",NA,NA,NA,NA,25.9666666666667,NA,NA,7.21,35.420795,-99.050317,515.5,"peakGreenness","shrubScrub"
"OAES_009-M-20170627-COMP",NA,NA,NA,NA,25.8,0.066,8.24333333333333,7.41,35.420795,-99.050317,515.5,"peakGreenness","shrubScrub"
"OAES_009-M-20180530-COMP",NA,NA,NA,NA,24.7666666666667,0.0846666666666667,8.07,7.22333333333333,35.420795,-99.050317,515.5,"peakGreenness","shrubScrub"
"OAES_009-M-20230516-COMP",NA,NA,NA,NA,19.1666666666667,0.164333333333333,7.49,7.42666666666667,35.420795,-99.050317,515.5,"peakGreenness","shrubScrub"
"OAES_042-M-20160808-COMP",NA,NA,NA,NA,30.6666666666667,NA,NA,7.71333333333333,35.408887,-99.056266,519.8,"peakGreenness","shrubScrub"
"OAES_042-M-20170627-COMP",NA,NA,NA,NA,31.4666666666667,0.089,7.93,7.3,35.408887,-99.056266,519.8,"peakGreenness","shrubScrub"
"OAES_042-M-20180529-COMP",NA,NA,NA,NA,33.2,0.09,7.88333333333333,7.28333333333333,35.408887,-99.056266,519.8,"peakGreenness","shrubScrub"
"OAES_043-M-20160808-COMP",NA,NA,NA,NA,29.4333333333333,NA,NA,7.44666666666667,35.405108,-99.058568,514.2,"peakGreenness","grasslandHerbaceous"
"OAES_043-M-20170627-COMP",NA,NA,NA,NA,32.2333333333333,0.071,8.2,7.48333333333333,35.405108,-99.058568,514.2,"peakGreenness","grasslandHerbaceous"
"OAES_043-M-20180530-COMP",NA,NA,NA,NA,25.0666666666667,0.0806666666666667,8.33333333333333,7.42666666666667,35.405108,-99.058568,514.2,"peakGreenness","grasslandHerbaceous"
"OAES_044-M-20160808-COMP",NA,NA,NA,NA,27.3666666666667,NA,NA,6.97333333333333,35.404309,-99.059225,510.5,"peakGreenness","shrubScrub"
"OAES_044-M-20170627-COMP",NA,NA,NA,NA,28.1333333333333,0.106,7.07666666666667,6.31666666666667,35.404309,-99.059225,510.5,"peakGreenness","shrubScrub"
"OAES_044-M-20180530-COMP",NA,NA,NA,NA,23.175,0.13475,7.55,6.7325,35.404309,-99.059225,510.5,"peakGreenness","shrubScrub"
"OAES_044-M-20230516-COMP",NA,NA,NA,NA,18.4333333333333,0.157333333333333,6.72,6.73666666666667,35.404309,-99.059225,510.5,"peakGreenness","shrubScrub"
"OAES_045-M-20160809-COMP",NA,NA,NA,NA,23.9333333333333,NA,NA,7.81,35.410788,-99.057569,517.9,"peakGreenness","shrubScrub"
"OAES_045-M-20170627-COMP",NA,NA,NA,NA,25.5666666666667,0.113333333333333,7.83,7.27666666666667,35.410788,-99.057569,517.9,"peakGreenness","shrubScrub"
"OAES_045-M-20180530-COMP",NA,NA,NA,NA,22.4666666666667,0.118666666666667,8.04333333333333,6.81333333333333,35.410788,-99.057569,517.9,"peakGreenness","shrubScrub"
"OAES_045-M-20230516-COMP",NA,NA,NA,NA,19.0666666666667,0.182333333333333,7.33666666666667,7.31666666666667,35.410788,-99.057569,517.9,"peakGreenness","shrubScrub"
"ONAQ_002-M-20160729-COMP",NA,NA,NA,NA,35.6666666666667,NA,8.46,7.78666666666667,40.193323,-112.464547,1688,"peakGreenness","shrubScrub"
"ONAQ_002-M-20170625-COMP",NA,NA,NA,NA,27.0333333333333,0.0593333333333333,8.30333333333333,7.38,40.193323,-112.464547,1688,"peakGreenness","shrubScrub"
"ONAQ_002-M-20180531-COMP",NA,NA,NA,NA,13.1333333333333,0.115,8.39,7.28333333333333,40.193323,-112.464547,1688,"peakGreenness","shrubScrub"
"ONAQ_002-M-20190618-COMP",NA,NA,NA,NA,15.3333333333333,0.108333333333333,8.74,8.35,40.193323,-112.464547,1688,"peakGreenness","shrubScrub"
"ONAQ_002-M-20200709-COMP",NA,NA,NA,NA,22.2333333333333,0.045,8.51,7.85,40.193323,-112.464547,1688,"peakGreenness","shrubScrub"
"ONAQ_002-M-20210524-COMP",NA,NA,NA,NA,12,0.0746666666666667,8.66333333333333,7.95,40.193323,-112.464547,1688,"peakGreenness","shrubScrub"
"ONAQ_002-M-20220606-COMP",NA,NA,NA,NA,15.4666666666667,0.084,8.54666666666667,7.84333333333333,40.193323,-112.464547,1688,"peakGreenness","shrubScrub"
"ONAQ_002-M-20230626-COMP",NA,NA,NA,NA,14.9,0.0996666666666667,7.74333333333333,7.32,40.193323,-112.464547,1688,"peakGreenness","shrubScrub"
"ONAQ_003-M-20160725-COMP",NA,NA,NA,NA,29.3333333333333,0.068,8.35666666666667,7.68333333333333,40.205921,-112.430276,1610.9,"peakGreenness","shrubScrub"
"ONAQ_003-M-20170626-COMP",NA,NA,NA,NA,30.8,0.0636666666666667,8.67333333333333,7.51333333333333,40.205921,-112.430276,1610.9,"peakGreenness","shrubScrub"
"ONAQ_003-M-20180531-COMP",NA,NA,NA,NA,15.3333333333333,0.172333333333333,8.24666666666667,7.38,40.205921,-112.430276,1610.9,"peakGreenness","shrubScrub"
"ONAQ_003-M-20190618-COMP",NA,NA,NA,NA,20.8666666666667,0.125666666666667,8.44,8.22333333333333,40.205921,-112.430276,1610.9,"peakGreenness","shrubScrub"
"ONAQ_003-M-20200709-COMP",NA,NA,NA,NA,27.6333333333333,0.0283333333333333,8.60333333333333,7.95333333333333,40.205921,-112.430276,1610.9,"peakGreenness","shrubScrub"
"ONAQ_003-M-20210527-COMP",NA,NA,NA,NA,16.3333333333333,0.0626666666666667,8.53333333333333,7.91,40.205921,-112.430276,1610.9,"peakGreenness","shrubScrub"
"ONAQ_003-M-20220608-COMP",NA,NA,NA,NA,15.7666666666667,0.0633333333333333,8.51333333333333,7.93,40.205921,-112.430276,1610.9,"peakGreenness","shrubScrub"
"ONAQ_003-M-20230628-COMP",NA,NA,NA,NA,18.2,0.09,8.42333333333333,7.55333333333333,40.205921,-112.430276,1610.9,"peakGreenness","shrubScrub"
"ONAQ_004-M-20160727-COMP",NA,NA,NA,NA,29.3333333333333,0.049,8.42,8.14,40.185938,-112.47248,1713.7,"peakGreenness","shrubScrub"
"ONAQ_004-M-20170625-COMP",NA,NA,NA,NA,34.8333333333333,0.0603333333333333,8.70333333333333,7.50666666666667,40.185938,-112.47248,1713.7,"peakGreenness","shrubScrub"
"ONAQ_004-M-20180529-COMP",NA,NA,NA,NA,15.5333333333333,0.122333333333333,8.57666666666667,7.48,40.185938,-112.47248,1713.7,"peakGreenness","shrubScrub"
"ONAQ_004-M-20190620-COMP",NA,NA,NA,NA,19.1,0.104666666666667,9.18666666666667,8.89333333333333,40.185938,-112.47248,1713.7,"peakGreenness","shrubScrub"
"ONAQ_004-M-20200712-COMP",NA,NA,NA,NA,24.2333333333333,0.0573333333333333,8.77666666666667,7.96666666666667,40.185938,-112.47248,1713.7,"peakGreenness","shrubScrub"
"ONAQ_004-M-20210525-COMP",NA,NA,NA,NA,14,0.0875,9.02,8.19,40.185938,-112.47248,1713.7,"peakGreenness","shrubScrub"
"ONAQ_004-M-20220607-COMP",NA,NA,NA,NA,16.0333333333333,0.0766666666666667,8.57333333333333,7.88333333333333,40.185938,-112.47248,1713.7,"peakGreenness","shrubScrub"
"ONAQ_004-M-20230627-COMP",NA,NA,NA,NA,23.6,0.0703333333333333,8.35,7.5,40.185938,-112.47248,1713.7,"peakGreenness","shrubScrub"
"ONAQ_005-M-20160726-COMP",NA,NA,NA,NA,30.5,0.03775,8.485,7.6325,40.180775,-112.431854,1614.4,"peakGreenness","shrubScrub"
"ONAQ_005-M-20170626-COMP",NA,NA,NA,NA,26.4333333333333,0.0646666666666667,8.40333333333333,7.54333333333333,40.180775,-112.431854,1614.4,"peakGreenness","shrubScrub"
"ONAQ_005-M-20180530-COMP",NA,NA,NA,NA,18.5,0.162666666666667,8.4,7.45666666666667,40.180775,-112.431854,1614.4,"peakGreenness","shrubScrub"
"ONAQ_005-M-20190617-COMP",NA,NA,NA,NA,20.6,0.117333333333333,8.51666666666667,8.23333333333333,40.180775,-112.431854,1614.4,"peakGreenness","shrubScrub"
"ONAQ_005-M-20200711-COMP",NA,NA,NA,NA,26.1666666666667,0.0353333333333333,8.47,7.90666666666667,40.180775,-112.431854,1614.4,"peakGreenness","shrubScrub"
"ONAQ_005-M-20210527-COMP",NA,NA,NA,NA,14.5333333333333,0.0776666666666667,8.59666666666667,7.87333333333333,40.180775,-112.431854,1614.4,"peakGreenness","shrubScrub"
"ONAQ_005-M-20220608-COMP",NA,NA,NA,NA,16.7,0.064,8.13666666666667,7.77333333333333,40.180775,-112.431854,1614.4,"peakGreenness","shrubScrub"
"ONAQ_005-M-20230627-COMP",NA,NA,NA,NA,18.9,0.086,8.22,7.49,40.180775,-112.431854,1614.4,"peakGreenness","shrubScrub"
"ONAQ_007-M-20160726-COMP",NA,NA,NA,NA,29.6666666666667,0.06,8.26666666666667,7.60666666666667,40.212498,-112.467435,1705.7,"peakGreenness","shrubScrub"
"ONAQ_008-M-20160730-COMP",NA,NA,NA,NA,22.6666666666667,0.056,8.03666666666667,7.53666666666667,40.15854,-112.521574,1795.9,"peakGreenness","evergreenForest"
"ONAQ_008-M-20170627-COMP",NA,NA,NA,NA,37.6666666666667,0.0593333333333333,8.23,7.48,40.15854,-112.521574,1795.9,"peakGreenness","evergreenForest"
"ONAQ_008-M-20180529-COMP",NA,NA,NA,NA,10.9666666666667,0.224666666666667,8.10333333333333,7.37666666666667,40.15854,-112.521574,1795.9,"peakGreenness","evergreenForest"
"ONAQ_008-M-20190617-COMP",NA,NA,NA,NA,20.4333333333333,0.112333333333333,8.30666666666667,8.08,40.15854,-112.521574,1795.9,"peakGreenness","evergreenForest"
"ONAQ_008-M-20200711-COMP",NA,NA,NA,NA,20.7666666666667,0.0446666666666667,8.26666666666667,7.72,40.15854,-112.521574,1795.9,"peakGreenness","evergreenForest"
"ONAQ_008-M-20210524-COMP",NA,NA,NA,NA,11.3333333333333,0.0873333333333333,8.32666666666667,7.66333333333333,40.15854,-112.521574,1795.9,"peakGreenness","evergreenForest"
"ONAQ_008-M-20220607-COMP",NA,NA,NA,NA,18.2333333333333,0.0993333333333333,7.96333333333333,7.59,40.15854,-112.521574,1795.9,"peakGreenness","evergreenForest"
"ONAQ_008-M-20230626-COMP",NA,NA,NA,NA,25.4666666666667,0.08,7.93,7.52666666666667,40.15854,-112.521574,1795.9,"peakGreenness","evergreenForest"
"ONAQ_010-M-20160729-COMP",NA,NA,NA,NA,25,0.057,7.90666666666667,7.28,40.201043,-112.497129,1903.7,"peakGreenness","evergreenForest"
"ONAQ_010-M-20170627-COMP",NA,NA,NA,NA,23.6666666666667,0.0723333333333333,7.82333333333333,7.21333333333333,40.201043,-112.497129,1903.7,"peakGreenness","evergreenForest"
"ONAQ_010-M-20180529-COMP",NA,NA,NA,NA,13.9333333333333,0.2,8.09666666666667,7.34,40.201043,-112.497129,1903.7,"peakGreenness","evergreenForest"
"ONAQ_010-M-20190617-COMP",NA,NA,NA,NA,21.6666666666667,0.144,8.05333333333333,7.94,40.201043,-112.497129,1903.7,"peakGreenness","evergreenForest"
"ONAQ_010-M-20200710-COMP",NA,NA,NA,NA,20.8,0.056,8.06666666666667,7.48333333333333,40.201043,-112.497129,1903.7,"peakGreenness","evergreenForest"
"ONAQ_010-M-20210526-COMP",NA,NA,NA,NA,13.5,0.104,8.25333333333333,7.57666666666667,40.201043,-112.497129,1903.7,"peakGreenness","evergreenForest"
"ONAQ_010-M-20220608-COMP",NA,NA,NA,NA,14.5666666666667,0.126333333333333,7.91,7.49,40.201043,-112.497129,1903.7,"peakGreenness","evergreenForest"
"ONAQ_010-M-20230627-COMP",NA,NA,NA,NA,16,0.127666666666667,7.70666666666667,7.27,40.201043,-112.497129,1903.7,"peakGreenness","evergreenForest"
"ONAQ_012-M-20160728-COMP",NA,NA,NA,NA,27,0.0416666666666667,8.26333333333333,7.91666666666667,40.184944,-112.529543,2054.5,"peakGreenness","evergreenForest"
"ONAQ_017-M-20160728-COMP",NA,NA,NA,NA,25.6666666666667,0.052,8.19666666666667,7.47,40.190515,-112.51523,1886,"peakGreenness","evergreenForest"
"ONAQ_041-M-20160729-COMP",NA,NA,NA,NA,32.75,0.043,8.715,7.5975,40.174021,-112.45284,1650.7,"peakGreenness","shrubScrub"
"ONAQ_041-M-20170628-COMP",NA,NA,NA,NA,32.6666666666667,0.0513333333333333,8.73666666666667,7.50333333333333,40.174021,-112.45284,1650.7,"peakGreenness","shrubScrub"
"ONAQ_041-M-20180530-COMP",NA,NA,NA,NA,12.4,0.107333333333333,8.03333333333333,7.47333333333333,40.174021,-112.45284,1650.7,"peakGreenness","shrubScrub"
"ONAQ_041-M-20190619-COMP",NA,NA,NA,NA,21.9666666666667,0.0883333333333333,8.72333333333333,8.26333333333333,40.174021,-112.45284,1650.7,"peakGreenness","shrubScrub"
